AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code ,Council District,Total Units,Total Affordable Units,Total PSH Units ,Unit Type,Tenure,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Fee in Lieu Status,Calculated Fee In Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,RHDA ,OHDA,PA Bond ,CLT,DDB,ERC,MDA,MUD,MUDB,NBG,PUDDA,PUDDB,RNY,SMART,SMART-GF,TOD,UNO,VMU,VOL,2006 GO Bond ,2013 GO Bond,CDBG,HOME,HTF,CIP,UNO TF ,Total City Funding ,LIHTC ,Longitude,Latitude,Location
83,4513,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4514,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4515,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4516,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4517,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4518,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4519,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4520,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4521,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192665,"(30.192665, -97.830305)"
83,4522,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4523,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2016,2026,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4524,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4525,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4526,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4527,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4528,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4529,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4530,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4531,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4532,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4533,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4534,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
83,4535,Westgate Grove - Phase I,"Westgate Momark, LLC",HomeBase Texas,Undisclosed,"78,745",5,1,1,0,Single Family,Ownership,Project Completed,2017,2027,10,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"36,306.00",0,0,0,0,0,0,"36,306.00",N/A,-97.830305,30.192655,"(30.192655, -97.830305)"
321,4536,Enclave at Estancia - Phase III (Lennar Homes),SLF III Onion Creek LP,"Estancia Villas, LLC",Undisclosed,"78,748",5,81,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,81,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.807296,30.124392,"(30.124392, -97.807296)"
321,4537,Enclave at Estancia - Phase II (Lennar Homes),SLF III Onion Creek LP,"Estancia Villas, LLC",Undisclosed,"78,748",5,83,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,83,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.807296,30.124392,"(30.124392, -97.807296)"
321,4538,Enclave at Estancia - Phase I (Lennar Homes),SLF III Onion Creek LP,"Estancia Villas, LLC",Undisclosed,"78,748",5,75,0,0,Single Family,Ownership,Site Plan Approved,,,0,None,0,0,0,0,0,0,0,75,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.807296,30.124392,"(30.124392, -97.807296)"
431,4548,Davenport Ranch West (PUD),"Brandywine Acquisition Partners, LP","360 Development, LLC",Undisclosed,"78,746",10,0,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.811745,30.329657,"(30.329657, -97.811745)"
432,4549,1600 S 1st,1600 S 1st LP,1600 S 1st LP,Undisclosed,"78,704",9,61,1,0,Multifamily,Ownership,Application Received,,,0,None,0,0,0,0,0,0,1,56,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.755676,30.248872,"(30.248872, -97.755676)"
347,4550,David Weekley - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.696767,30.295077,"(30.295077, -97.696767)"
347,4552,David Weekley - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.696767,30.295077,"(30.295077, -97.696767)"
347,4553,David Weekley - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.696767,30.295077,"(30.295077, -97.696767)"
347,4554,David Weekley - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.696767,30.295077,"(30.295077, -97.696767)"
